"OrganizationIdentifier","ActivityStartDate","ActivityStartTime/Time","ActivityEndDate","ActivityEndTime/Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC02WQ","12/3/98",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total",NA,"Final","Actual"
"21NC02WQ","6/8/98",15:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.07","Final","Actual"
"21NC02WQ","8/1/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.1","Final","Actual"
"21NC02WQ","4/10/07",16:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11.4","Final","Actual"
"21NC02WQ","6/20/07",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"23.7","Final","Actual"
"21NC02WQ","9/21/98",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.05","Final","Actual"
"21NC02WQ","11/4/98",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.58","Final","Actual"
"21NC02WQ","5/2/07",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC02WQ","3/8/07",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","339","Final","Actual"
"21NC02WQ","3/20/07",10:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","315","Final","Actual"
"21NC02WQ","1/10/07",13:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","270","Final","Actual"
"21NC02WQ","6/2/05",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.43","Final","Actual"
"21NC02WQ","2/10/05",13:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.06","Final","Actual"
"21NC02WQ","3/23/05",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.39","Final","Actual"
"21NC02WQ","4/3/05",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.05","Final","Actual"
"21NC02WQ","8/23/05",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.15","Final","Actual"
"21NC02WQ","3/1/04",12:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.04","Final","Actual"
"21NC02WQ","8/12/02",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","2.1","Final","Actual"
"21NC02WQ","2/3/04",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.39","Final","Actual"
"21NC02WQ","7/12/00",10:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.2","Final","Actual"
"21NC02WQ","3/4/99",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.05","Final","Actual"
"21NC02WQ","10/15/01",11:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.5","Final","Actual"
"21NC02WQ","4/18/06",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","372","Final","Actual"
"21NC02WQ","10/12/98",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.3","Final","Actual"
"21NC02WQ","7/9/98",17:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.6","Final","Actual"
"21NC02WQ","3/8/06",13:16:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","420","Final","Actual"
"21NC02WQ","3/22/06",16:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","328","Final","Actual"
"21NC02WQ","9/7/06",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","336","Final","Actual"
"21NC02WQ","12/17/06",15:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","421","Final","Actual"
"21NC02WQ","5/11/06",13:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","393","Final","Actual"
"21NC02WQ","8/10/06",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","475","Final","Actual"
"21NC02WQ","2/7/06",12:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","306","Final","Actual"
"21NC02WQ","8/3/04",12:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","145","Final","Actual"
"21NC02WQ","4/1/04",11:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","186","Final","Actual"
"21NC02WQ","10/20/05",11:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","490","Final","Actual"
"21NC02WQ","12/16/05",10:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","168","Final","Actual"
"21NC02WQ","10/5/05",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","492","Final","Actual"
"21NC02WQ","11/15/04",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.2","Final","Actual"
"21NC02WQ","12/1/03",12:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.2","Final","Actual"
"21NC02WQ","9/2/03",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0","Final","Actual"
"21NC02WQ","11/14/06",11:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"15","Final","Actual"
"21NC02WQ","7/13/06",13:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"26.7","Final","Actual"
"21NC02WQ","8/5/03",16:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"27.3","Final","Actual"
"21NC02WQ","7/12/00",10:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"26","Final","Actual"
"21NC02WQ","5/10/99",14:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"21.5","Final","Actual"
"21NC02WQ","10/23/97",16:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"16","Final","Actual"
"21NC02WQ","5/18/07",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"18.7","Final","Actual"
"21NC02WQ","3/22/06",16:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"14.9","Final","Actual"
"21NC02WQ","12/14/99",14:02:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"15","Final","Actual"
"21NC02WQ","4/23/03",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"15.8","Final","Actual"
"21NC02WQ","4/24/01",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"19","Final","Actual"
"21NC02WQ","11/4/98",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"14.6","Final","Actual"
"21NC02WQ","10/19/06",13:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"20.3","Final","Actual"
"21NC02WQ","11/16/05",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"20.1","Final","Actual"
"21NC02WQ","8/11/05",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"25.7","Final","Actual"
"21NC02WQ","6/4/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"22","Final","Actual"
"21NC02WQ","9/20/06",12:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"22.1","Final","Actual"
"21NC02WQ","3/20/07",10:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"12","Final","Actual"
"21NC02WQ","4/16/97",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"16.9","Final","Actual"
"21NC02WQ","10/5/06",17:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"24","Final","Actual"
"21NC02WQ","7/28/05",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"26.9","Final","Actual"
"21NC02WQ","10/20/05",11:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"20.2","Final","Actual"
"21NC02WQ","9/7/04",11:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"23.3","Final","Actual"
"21NC02WQ","2/25/02",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Temperature, water",NA,"10.6","Final","Actual"
"21NC02WQ","6/16/05",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","441","Final","Actual"
"21NC02WQ","7/28/05",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","501","Final","Actual"
"21NC02WQ","8/11/05",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","337","Final","Actual"
"21NC02WQ","1/5/04",12:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","392","Final","Actual"
"21NC02WQ","3/27/00",15:03:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","4.1","Final","Actual"
"21NC02WQ","7/12/00",10:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","45","Final","Actual"
"21NC02WQ","10/15/01",11:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","60","Final","Actual"
"21NC02WQ","2/26/01",15:16:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","16","Final","Actual"
"21NC02WQ","12/3/04",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.87","Final","Actual"
"21NC02WQ","6/23/97",15:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","1.6","Final","Actual"
"21NC02WQ","10/23/97",16:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","Final","Actual"
"21NC02WQ","9/2/03",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.77","Final","Actual"
"21NC02WQ","8/5/97",17:27:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.01","Final","Actual"
"21NC02WQ","4/4/06",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total",NA,"Final","Actual"
"21NC02WQ","4/4/06",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.32","Final","Actual"
"21NC02WQ","2/18/97",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.6","Final","Actual"
"21NC02WQ","4/24/01",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.1","Final","Actual"
"21NC02WQ","7/16/03",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.07","Final","Actual"
"21NC02WQ","5/10/99",14:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","5.8","Final","Actual"
"21NC02WQ","6/9/99",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","2.5","Final","Actual"
"21NC02WQ","3/4/99",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","4.4","Final","Actual"
"21NC02WQ","9/7/04",11:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.03","Final","Actual"
"21NC02WQ","10/1/03",12:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total",NA,"Final","Actual"
"21NC02WQ","12/19/97",09:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.9","Final","Actual"
"21NC02WQ","3/10/98",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","22","Final","Actual"
"21NC02WQ","9/21/98",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ","2/12/98",15:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable",NA,"Final","Actual"
"21NC02WQ","6/8/98",15:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","18","Final","Actual"
"21NC02WQ","4/13/98",15:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","20","Final","Actual"
"21NC02WQ","11/4/98",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ","10/19/99",15:18:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ","8/9/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Total suspended solids","Non-filterable",NA,"Final","Actual"
"21NC02WQ","1/11/99",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.17","Final","Actual"
"21NC02WQ","7/22/99",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.17","Final","Actual"
"21NC02WQ","7/17/01",12:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.69","Final","Actual"
"21NC02WQ","2/11/99",14:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.01","Final","Actual"
"21NC02WQ","5/2/07",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.06","Final","Actual"
"21NC02WQ","4/10/07",16:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","Final","Actual"
"21NC02WQ","4/18/07",13:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.07","Final","Actual"
"21NC02WQ","8/1/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.02","Final","Actual"
"21NC02WQ","5/18/07",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.07","Final","Actual"
"21NC02WQ","2/21/00",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.98","Final","Actual"
"21NC02WQ","7/17/01",12:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.9","Final","Actual"
"21NC02WQ","9/20/99",16:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.7","Final","Actual"
"21NC02WQ","1/11/99",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.5","Final","Actual"
"21NC02WQ","2/7/06",12:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.4","Final","Actual"
"21NC02WQ","7/28/05",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.3","Final","Actual"
"21NC02WQ","3/9/05",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.1","Final","Actual"
"21NC02WQ","8/11/05",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.8","Final","Actual"
"21NC02WQ","2/3/04",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.71","Final","Actual"
"21NC02WQ","6/2/05",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.87","Final","Actual"
"21NC02WQ","6/15/06",10:05:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.2","Final","Actual"
"21NC02WQ","6/16/05",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.1","Final","Actual"
"21NC02WQ","9/20/99",16:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.8","Final","Actual"
"21NC02WQ","6/9/99",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.6","Final","Actual"
"21NC02WQ","7/22/99",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.9","Final","Actual"
"21NC02WQ","1/11/99",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.5","Final","Actual"
"21NC02WQ","2/11/99",14:40:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.5","Final","Actual"
"21NC02WQ","8/1/07",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.99","Final","Actual"
"21NC02WQ","5/18/07",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.1","Final","Actual"
"21NC02WQ","9/4/07",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.87","Final","Actual"
"21NC02WQ","4/10/07",16:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.91","Final","Actual"
"21NC02WQ","7/12/00",10:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","1.1","Final","Actual"
"21NC02WQ","9/24/97",14:43:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.21","Final","Actual"
"21NC02WQ","2/18/97",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.06","Final","Actual"
"21NC02WQ","7/30/97",15:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.1","Final","Actual"
"21NC02WQ","4/16/97",14:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.07","Final","Actual"
"21NC02WQ","2/12/98",15:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.04","Final","Actual"
"21NC02WQ","2/6/07",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.24","Final","Actual"
"21NC02WQ","4/18/06",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.34","Final","Actual"
"21NC02WQ","5/4/05",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","Final","Actual"
"21NC02WQ","3/8/06",13:16:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.96","Final","Actual"
"21NC02WQ","5/17/05",14:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","Final","Actual"
"21NC02WQ","11/2/05",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.63","Final","Actual"
"21NC02WQ","1/11/06",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.48","Final","Actual"
"21NC02WQ","3/22/06",16:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.5","Final","Actual"
"21NC02WQ","9/20/06",12:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","2.2","Final","Actual"
"21NC02WQ","8/3/04",12:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.54","Final","Actual"
"21NC02WQ","4/1/04",11:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.25","Final","Actual"
"21NC02WQ","4/3/05",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","Final","Actual"
"21NC02WQ","10/5/05",13:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.11","Final","Actual"
"21NC02WQ","10/6/04",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.1","Final","Actual"
"21NC02WQ","10/31/07",11:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.5","Final","Actual"
"21NC02WQ","9/23/05",11:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.3","Final","Actual"
"21NC02WQ","7/14/05",13:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.3","Final","Actual"
"21NC02WQ","2/3/04",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","190","Final","Actual"
"21NC02WQ","2/10/05",13:35:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","4.4","Final","Actual"
"21NC02WQ","2/6/07",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","4.2","Final","Actual"
"21NC02WQ","12/17/06",15:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Turbidity","Total","3.3","Final","Actual"
"21NC02WQ","4/18/05",14:20:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.2","Final","Actual"
"21NC02WQ","2/3/04",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.1","Final","Actual"
"21NC02WQ","6/28/05",13:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.1","Final","Actual"
"21NC02WQ","3/9/05",13:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.1","Final","Actual"
"21NC02WQ","8/11/05",11:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.2","Final","Actual"
"21NC02WQ","4/3/05",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.1","Final","Actual"
"21NC02WQ","5/6/04",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.2","Final","Actual"
"21NC02WQ","6/1/04",13:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Salinity","Total","0.2","Final","Actual"
"21NC02WQ","9/2/03",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","419","Final","Actual"
"21NC02WQ","10/1/03",12:55:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","439","Final","Actual"
"21NC02WQ","10/1/02",12:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","445","Final","Actual"
"21NC02WQ","3/14/02",12:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","353","Final","Actual"
"21NC02WQ","11/12/97",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","370","Final","Actual"
"21NC02WQ","2/18/97",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","265","Final","Actual"
"21NC02WQ","4/13/98",15:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","250","Final","Actual"
"21NC02WQ","11/4/98",15:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","281","Final","Actual"
"21NC02WQ","10/23/97",16:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Specific conductance","Total","370","Final","Actual"
"21NC02WQ","2/21/00",14:30:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.5","Final","Actual"
"21NC02WQ","12/3/04",11:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.3","Final","Actual"
"21NC02WQ","9/2/03",14:50:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.6","Final","Actual"
"21NC02WQ","12/1/03",12:15:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.9","Final","Actual"
"21NC02WQ","3/13/97",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11.8","Final","Actual"
"21NC02WQ","11/12/97",14:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.2","Final","Actual"
"21NC02WQ","2/18/97",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7","Final","Actual"
"21NC02WQ","9/21/98",15:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.9","Final","Actual"
"21NC02WQ","2/3/04",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","16","Final","Actual"
"21NC02WQ","2/6/07",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11.2","Final","Actual"
"21NC02WQ","9/7/06",12:10:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC02WQ","10/20/05",11:45:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC02WQ","12/28/05",12:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.6","Final","Actual"
"21NC02WQ","5/6/04",12:25:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.2","Final","Actual"
"21NC02WQ","1/29/07",10:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.4","Final","Actual"
"21NC02WQ","4/3/05",15:00:00,NA,NA,"21NC02WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.4","Final","Actual"
