"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","9/14/82","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.11","mg/l","Final","Actual"
"21NC01WQ","9/16/82","2:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","9/13/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.1","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","2","mg/l","Final","Actual"
"21NC01WQ","12/21/81","9:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.6","mg/l","Final","Actual"
"21NC01WQ","12/14/81","23:45:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","2.4","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","11/2/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1","mg/l","Final","Actual"
"21NC01WQ","9/13/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.07","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.59","mg/l","Final","Actual"
"21NC01WQ","8/6/81","13:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","12/15/81","4:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","1/3/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.78","mg/l","Final","Actual"
"21NC01WQ","8/6/81","14:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.52","mg/l","Final","Actual"
"21NC01WQ","12/1/81","12:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.54","mg/l","Final","Actual"
"21NC01WQ","4/5/82","10:10:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.39","mg/l","Final","Actual"
"21NC01WQ","12/2/81","11:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.36","mg/l","Final","Actual"
"21NC01WQ","11/19/81","13:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3","mg/l","Final","Actual"
"21NC01WQ","10/14/83","3:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.81","mg/l","Final","Actual"
"21NC01WQ","7/14/83","11:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","730","mg/l","Final","Actual"
"21NC01WQ","10/24/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.76","mg/l","Final","Actual"
"21NC01WQ","12/14/81","23:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","11/1/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","12/22/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.63","mg/l","Final","Actual"
"21NC01WQ","9/8/81","14:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","14","mg/l","Final","Actual"
"21NC01WQ","12/21/81","9:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.57","mg/l","Final","Actual"
"21NC01WQ","10/14/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.81","mg/l","Final","Actual"
"21NC01WQ","10/24/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.78","mg/l","Final","Actual"
"21NC01WQ","7/1/82","9:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.3","mg/l","Final","Actual"
"21NC01WQ","8/11/81","19:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","2/1/83","9:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.69","mg/l","Final","Actual"
"21NC01WQ","2/25/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.76","mg/l","Final","Actual"
"21NC01WQ","10/20/81","13:20:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0","mg/l","Final","Actual"
"21NC01WQ","8/6/81","12:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","8/6/81","12:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.33","mg/l","Final","Actual"
"21NC01WQ","11/23/81","19:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.32","mg/l","Final","Actual"
"21NC01WQ","11/24/81","11:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.62","mg/l","Final","Actual"
"21NC01WQ","5/2/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.04","mg/l","Final","Actual"
"21NC01WQ","11/4/82","17:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.95","mg/l","Final","Actual"
"21NC01WQ","11/21/83","10:01:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","12/11/82","12:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","mg/l","Final","Actual"
"21NC01WQ","2/6/83","11:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","mg/l","Final","Actual"
"21NC01WQ","3/29/82","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.11","mg/l","Final","Actual"
"21NC01WQ","12/30/82","23:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","2/10/83","22:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","mg/l","Final","Actual"
"21NC01WQ","7/1/82","9:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","4/8/83","8:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","4/10/83","13:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.21","mg/l","Final","Actual"
"21NC01WQ","7/4/82","19:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.37","mg/l","Final","Actual"
"21NC01WQ","1/22/83","11:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.57","mg/l","Final","Actual"
"21NC01WQ","7/4/83","20:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","2/10/83","22:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","mg/l","Final","Actual"
"21NC01WQ","4/5/83","11:04:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.21","mg/l","Final","Actual"
"21NC01WQ","2/14/83","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.45","mg/l","Final","Actual"
"21NC01WQ","2/14/83","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.39","mg/l","Final","Actual"
"21NC01WQ","7/4/82","0:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","2/10/83","23:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","mg/l","Final","Actual"
"21NC01WQ","2/11/83","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","mg/l","Final","Actual"
"21NC01WQ","3/20/82","21:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.76","mg/l","Final","Actual"
"21NC01WQ","7/12/82","1:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.36","mg/l","Final","Actual"
"21NC01WQ","12/11/82","12:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","2/11/83","11:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","3/12/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.09","mg/l","Final","Actual"
"21NC01WQ","12/22/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","3/6/82","14:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.38","mg/l","Final","Actual"
"21NC01WQ","2/11/83","11:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","mg/l","Final","Actual"
"21NC01WQ","3/22/82","12:50:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","mg/l","Final","Actual"
"21NC01WQ","6/19/82","19:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.29","mg/l","Final","Actual"
"21NC01WQ","10/24/82","20:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.38","mg/l","Final","Actual"
"21NC01WQ","10/13/82","16:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.55","mg/l","Final","Actual"
"21NC01WQ","10/19/82","11:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","10/13/82","18:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.38","mg/l","Final","Actual"
"21NC01WQ","6/16/82","15:50:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1","mg/l","Final","Actual"
"21NC01WQ","1/22/83","11:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.3","mg/l","Final","Actual"
"21NC01WQ","6/18/82","12:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.47","mg/l","Final","Actual"
"21NC01WQ","10/13/82","15:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","6/28/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","10/13/82","15:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","6/29/82","15:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1","mg/l","Final","Actual"
"21NC01WQ","5/20/83","8:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.63","mg/l","Final","Actual"
"21NC01WQ","5/17/83","9:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","4/15/83","13:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.51","mg/l","Final","Actual"
"21NC01WQ","10/13/82","15:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","6/16/82","15:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.63","mg/l","Final","Actual"
"21NC01WQ","12/11/82","11:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.45","mg/l","Final","Actual"
"21NC01WQ","7/14/83","11:00:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","11/24/83","15:45:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","142","cfs","Final","Actual"
"21NC01WQ","12/14/81","23:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.84","mg/l","Final","Actual"
"21NC01WQ","12/21/81","9:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.25","mg/l","Final","Actual"
"21NC01WQ","12/28/81","10:45:00","21NC01WQ-J1269000",NA,NA,"Ammonia-nitrogen as N","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","9/13/83","10:15:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","2/1/83","9:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","8/5/83","10:30:00","21NC01WQ-J1269000",NA,NA,"Kjeldahl nitrogen","Total","0.6","mg/l","Final","Actual"
"21NC01WQ","11/24/83","16:45:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","111","cfs","Final","Actual"
"21NC01WQ","11/20/83","16:45:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","6","cfs","Final","Actual"
"21NC01WQ","11/20/83","17:45:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","262","cfs","Final","Actual"
"21NC01WQ","11/28/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","6","cfs","Final","Actual"
"21NC01WQ","11/24/83","14:15:00","21NC01WQ-J1269000",NA,NA,"Flow"," ","158","cfs","Final","Actual"
"21NC01WQ","12/11/81","9:45:00","21NC01WQ-J1269000",NA,NA,"Orthophosphate as P","Total","0.26","mg/l","Final","Actual"
"21NC01WQ","11/9/83","9:15:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.2","mg/l","Final","Actual"
"21NC01WQ","11/9/83","9:16:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","8/2/82","10:30:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.88","mg/l","Final","Actual"
"21NC01WQ","11/16/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.55","mg/l","Final","Actual"
"21NC01WQ","11/28/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.79","mg/l","Final","Actual"
"21NC01WQ","5/18/82","13:01:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.54","mg/l","Final","Actual"
"21NC01WQ","11/16/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.52","mg/l","Final","Actual"
"21NC01WQ","4/26/82","9:20:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.2","mg/l","Final","Actual"
"21NC01WQ","11/21/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.72","mg/l","Final","Actual"
"21NC01WQ","5/4/82","9:50:00","21NC01WQ-J1269000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","6/3/82","17:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.66","mg/l","Final","Actual"
"21NC01WQ","11/1/83","9:46:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","mg/l","Final","Actual"
"21NC01WQ","11/9/83","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.57","mg/l","Final","Actual"
"21NC01WQ","1/21/82","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.53","mg/l","Final","Actual"
"21NC01WQ","6/10/82","8:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.75","mg/l","Final","Actual"
"21NC01WQ","8/9/82","11:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","mg/l","Final","Actual"
"21NC01WQ","6/3/82","16:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.31","mg/l","Final","Actual"
"21NC01WQ","5/4/82","9:50:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","4/26/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.62","mg/l","Final","Actual"
"21NC01WQ","4/9/82","8:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.2","mg/l","Final","Actual"
"21NC01WQ","4/9/82","9:27:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","mg/l","Final","Actual"
"21NC01WQ","5/18/82","13:01:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.28","mg/l","Final","Actual"
"21NC01WQ","4/26/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.86","mg/l","Final","Actual"
"21NC01WQ","11/9/83","9:16:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.84","mg/l","Final","Actual"
"21NC01WQ","6/3/82","17:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.8","mg/l","Final","Actual"
"21NC01WQ","6/3/82","17:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.78","mg/l","Final","Actual"
"21NC01WQ","11/10/83","1:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.53","mg/l","Final","Actual"
"21NC01WQ","2/1/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","3/25/83","18:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.94","mg/l","Final","Actual"
"21NC01WQ","2/17/82","13:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","11/24/81","13:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.46","mg/l","Final","Actual"
"21NC01WQ","11/24/81","13:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.58","mg/l","Final","Actual"
"21NC01WQ","2/9/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","7/28/82","22:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","3/25/83","15:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.96","mg/l","Final","Actual"
"21NC01WQ","8/9/82","19:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.88","mg/l","Final","Actual"
"21NC01WQ","4/17/82","21:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.39","mg/l","Final","Actual"
"21NC01WQ","2/17/82","13:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.45","mg/l","Final","Actual"
"21NC01WQ","6/10/82","10:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.88","mg/l","Final","Actual"
"21NC01WQ","4/26/82","11:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.83","mg/l","Final","Actual"
"21NC01WQ","4/26/82","9:20:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.28","mg/l","Final","Actual"
"21NC01WQ","11/10/83","2:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.75","mg/l","Final","Actual"
"21NC01WQ","4/19/82","16:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","4/8/82","23:59:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.39","mg/l","Final","Actual"
"21NC01WQ","11/20/83","17:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.77","mg/l","Final","Actual"
"21NC01WQ","1/4/82","13:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","2/17/82","15:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","mg/l","Final","Actual"
"21NC01WQ","6/10/82","10:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.7","mg/l","Final","Actual"
"21NC01WQ","8/9/82","18:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.93","mg/l","Final","Actual"
"21NC01WQ","4/30/82","7:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","9/27/83","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.28","mg/l","Final","Actual"
"21NC01WQ","6/8/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","11/11/83","14:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.38","mg/l","Final","Actual"
"21NC01WQ","6/10/82","7:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.35","mg/l","Final","Actual"
"21NC01WQ","2/27/82","10:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","2/27/82","10:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.41","mg/l","Final","Actual"
"21NC01WQ","11/24/83","13:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","mg/l","Final","Actual"
"21NC01WQ","11/24/83","14:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.73","mg/l","Final","Actual"
"21NC01WQ","8/9/82","18:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.78","mg/l","Final","Actual"
"21NC01WQ","5/27/82","11:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","4/19/82","9:27:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","11/16/83","9:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.21","mg/l","Final","Actual"
"21NC01WQ","1/16/82","21:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.14","mg/l","Final","Actual"
"21NC01WQ","8/18/82","9:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.19","mg/l","Final","Actual"
"21NC01WQ","8/25/82","9:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","4/19/82","14:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.36","mg/l","Final","Actual"
"21NC01WQ","10/26/81","17:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.73","mg/l","Final","Actual"
"21NC01WQ","4/17/82","18:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.26","mg/l","Final","Actual"
"21NC01WQ","4/17/82","18:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.72","mg/l","Final","Actual"
"21NC01WQ","11/11/83","4:45:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.44","mg/l","Final","Actual"
"21NC01WQ","2/27/82","8:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.62","mg/l","Final","Actual"
"21NC01WQ","10/27/81","6:15:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.75","mg/l","Final","Actual"
"21NC01WQ","11/10/83","2:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.98","mg/l","Final","Actual"
"21NC01WQ","1/13/82","7:00:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.18","mg/l","Final","Actual"
"21NC01WQ","10/27/81","6:30:00","21NC01WQ-J1269000",NA,NA,"Phosphate-phosphorus as P","Total","0.63","mg/l","Final","Actual"
